Ortografia,Cat_Gram,Transcr_Fon,Molde_Sil,Num_Sil,VPret,Altura_VPret,Ponto_VPret,VTon,Altura_VTon,Ponto_VTon,VPost_NaoFinal,Altura_VPost,Ponto_VPost_NaoFinal,VPost_Final,Altura_VPost,Ponto_VPost_Final,RimaTon,Tipo_RimaTon,Acento,Prefixo,Raiz,Sufixo
morro,nom,m1o.hu,C1V.CV,2,NA,NA,NA,o,Média-Alta,Back,NA,NA,NA,u,Alta,Back,o,vogal_oral,paroxytone,NA,mo.h,o
destino,nom,dzhis.tsh1i.nu,CVC.C1V.CV,3,i,Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,des.ti.n,o
puro,adj,p1u.ru,C1V.CV,2,NA,NA,NA,u,Alta,Back,NA,NA,NA,NA,Baixa,NA,u,vogal_oral,paroxytone,NA,pu.r,o
surpresa,nom,suR.pr1e.zax,CVC.CC1V.CV,3,u,Alta,Back,e,Média-Alta,Front,NA,NA,NA,a,Baixa,Central,e,vogal_oral,paroxytone,NA,sur.pre,za
infantil,adj,iN.f6N.tsh1iw,VC.CVC.C1VG,3,6,Média-Alta,Central,i,Alta,Front,NA,NA,NA,NA,Baixa,NA,iw,ditongo_oral,oxytone,NA,in.fan.til,NA
foi,adv,f1oj,C1VG,1,NA,NA,NA,o,Média-Alta,Back,NA,NA,NA,NA,Baixa,NA,oj,ditongo_oral,oxytone,NA,foi,NA
jogada,nom,zho.g1a.dax,CV.C1V.CV,3,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,a,vogal_oral,paroxytone,NA,jo.g,ad.a
atentado,nom,a.tejN.t1a.du,V.CVGC.C1V.CV,4,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,a,ten.t,ad.o
cambial,adj,k6N.bi.1aw,CVC.CV.1VG,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,kam.b,i.al
ora,adv,1oh.rax,1V.CV,2,NA,NA,NA,oh,Média-Baixa,Back,NA,NA,NA,a,Baixa,Central,oh,vogal_oral,paroxytone,NA,o.ra,NA
mecanismo,nom,me.k6.n1is.mu,CV.CV.C1VC.CV,4,6,Média-Alta,Central,i,Alta,Front,NA,NA,NA,u,Alta,Back,iS,coda_sibilante,paroxytone,NA,me.ka.n,izmo
semestre,nom,si.m1ehs.tri,CV.C1VC.CCV,3,i,Alta,Front,eh,Média-Baixa,Front,NA,NA,NA,i,Alta,Front,ehS,coda_sibilante,paroxytone,NA,se.mes.tr,e
desafio,nom,dzhi.za.f1i.u,CV.CV.C1V.V,4,a,Baixa,Central,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,de.za.fi,o
apreender,ver,a.pre.eN.d1eR,V.CCV.VC.C1VC,4,e,Média-Alta,Front,e,Média-Alta,Front,NA,NA,NA,NA,Baixa,NA,eR,coda_rotica,oxytone,a,pre.en.d,eR
cabelo,nom,ka.b1e.lu,CV.C1V.CV,3,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,e,vogal_oral,paroxytone,NA,ka.be.l,o
sexto,adj,s1es.tu,C1VC.CV,2,NA,NA,NA,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,eS,coda_sibilante,paroxytone,NA,ses.t,o
falso,adj,f1aw.su,C1VG.CV,2,NA,NA,NA,a,Baixa,Central,NA,NA,NA,u,Alta,Back,aw,ditongo_oral,paroxytone,NA,fal.s,o
leite,nom,l1ej.tshi,C1VG.CV,2,NA,NA,NA,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,ej,ditongo_oral,paroxytone,NA,lei.t,e
surpreender,ver,suR.pre.eN.d1eR,CVC.CCV.VC.C1VC,4,e,Média-Alta,Front,e,Média-Alta,Front,NA,NA,NA,NA,Baixa,NA,eR,coda_rotica,oxytone,NA,sur.pre,end.eR
turista,nom,tu.r1is.tax,CV.C1VC.CV,3,u,Alta,Back,i,Alta,Front,NA,NA,NA,a,Baixa,Central,iS,coda_sibilante,paroxytone,NA,tu.r,ist.a
interessante,adj,iN.te.re.s16N.tshi,VC.CV.CV.C1VC.CV,5,e,Média-Alta,Front,6,Média-Alta ,Central,NA,NA,NA,i,Alta,Front,6N,coda_nasal,paroxytone,NA,in.te.re.s,ante
rapaz,nom,ha.p1as,CV.C1VC,2,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aS,coda_sibilante,oxytone,NA,ha.pas,NA
emitir,ver,e.mi.tsh1iR,V.CV.C1VC,3,i,Alta,Front,i,Alta,Front,NA,NA,NA,NA,Baixa,NA,iR,coda_rotica,oxytone,NA,e.mi.t,iR
guardar,ver,gwaR.d1aR,CGVC.C1VC,2,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,guar.d,aR
penal,adj,pe.n1aw,CV.C1VG,2,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,oxytone,NA,pe.n,al
pintura,nom,piN.t1u.rax,CVC.C1V.CV,3,i,Alta,Front,u,Alta,Back,NA,NA,NA,a,Baixa,Central,u,vogal_oral,paroxytone,NA,pin.t,uR.a
ensinar,ver,iN.si.n1aR,VC.CV.C1VC,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,en.si.n,aR
palestra,nom,pa.l1ehs.trax,CV.C1VC.CCV,3,a,Baixa,Central,eh,Média-Baixa,Front,NA,NA,NA,a,Baixa,Central,ehS,coda_sibilante,paroxytone,NA,pa.les.tr,a
ponte,nom,p1owN.tshi,C1VGC.CV,2,NA,NA,NA,o,Média-Alta,Back,NA,NA,NA,i,Alta,Front,oN,coda_nasal,paroxytone,NA,pon.t,e
safra,nom,s1a.frax,C1V.CCV,2,NA,NA,NA,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,a,vogal_oral,paroxytone,NA,sa.fr,a
concorrer,ver,kowN.ko.h1eR,CVGC.CV.C1VC,3,o,Média-Alta,Back,e,Média-Alta,Front,NA,NA,NA,NA,Baixa,NA,eR,coda_rotica,oxytone,koN,ko.h,eR
certamente,adv,sehR.ta.m1ejN.tshi,CVC.CV.C1VGC.CV,4,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,ser.t,a.mente
jeito,nom,zh1ej.tu,C1VG.CV,2,NA,NA,NA,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,ej,ditongo_oral,paroxytone,NA,jei.t,o
servidor,nom,seR.vi.d1oR,CVC.CV.C1VC,3,i,Alta,Front,o,Média-Alta,Back,NA,NA,NA,NA,Baixa,NA,oR,coda_rotica,oxytone,NA,ser.v,id.oR
temperatura,nom,teN.pe.ra.t1u.rax,CVC.CV.CV.C1V.CV,5,a,Baixa,Central,u,Alta,Back,NA,NA,NA,a,Baixa,Central,u,vogal_oral,paroxytone,NA,tem.pe.r,at.uR.a
atraso,nom,a.tr1a.zu,V.CC1V.CV,3,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,a.tra.z,o
procura,nom,pro.k1u.rax,CCV.C1V.CV,3,o,Média-Alta,Back,u,Alta,Back,NA,NA,NA,a,Baixa,Central,u,vogal_oral,paroxytone,NA,pro.ku.r,a
orientar,ver,o.ri.eN.t1aR,V.CV.VC.C1VC,4,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,o.ri.en.t,aR
solicitar,ver,so.li.si.t1aR,CV.CV.CV.C1VC,4,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,so.li.si.t,aR
recolher,ver,he.ko.lh1eR,CV.CV.C1VC,3,o,Média-Alta,Back,e,Média-Alta,Front,NA,NA,NA,NA,Baixa,NA,eR,coda_rotica,oxytone,he,ko.L,eR
passageiro,nom,pa.sa.zh1ej.ru,CV.CV.C1VG.CV,4,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,ej,ditongo_oral,paroxytone,NA,pa.sa.j,eiR.o
quinto,adj,k1iN.tu,C1VC.CV,2,NA,NA,NA,i,Alta,Front,NA,NA,NA,u,Alta,Back,iN,coda_nasal,paroxytone,NA,kin.t,o
reservar,ver,he.zeR.v1aR,CV.CVC.C1VC,3,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,he,zer.v,aR
excesso,nom,e.s1eh.su,V.C1V.CV,3,e,Média-Alta,Front,eh,Média-Baixa,Front,NA,NA,NA,u,Alta,Back,eh,vogal_oral,paroxytone,NA,e.se.s,o
parcela,nom,paR.s1eh.lax,CVC.C1V.CV,3,a,Baixa,Central,eh,Média-Baixa,Front,NA,NA,NA,a,Baixa,Central,eh,vogal_oral,paroxytone,NA,par.s,ela
vale,nom,v1a.li,C1V.CV,2,NA,NA,NA,a,Baixa,Central,NA,NA,NA,i,Alta,Front,a,vogal_oral,paroxytone,NA,va.l,e
insistir,ver,iN.sis.tsh1iR,VC.CVC.C1VC,3,i,Alta,Front,i,Alta,Front,NA,NA,NA,NA,Baixa,NA,iR,coda_rotica,oxytone,iN,sis.t,iR
reagir,ver,he.a.zh1iR,CV.V.C1VC,3,a,Baixa,Central,i,Alta,Front,NA,NA,NA,NA,Baixa,NA,iR,coda_rotica,oxytone,he,a.j,iR
entrega,nom,iN.tr1eh.gax,VC.CC1V.CV,3,i,Alta,Front,eh,Média-Baixa,Front,NA,NA,NA,a,Baixa,Central,eh,vogal_oral,paroxytone,eN,en.tre.g,a
implantar,ver,iN.pl6N.t1aR,VC.CCVC.C1VC,3,6,Média-Alta,Central,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,iN,plan.t,aR
sozinho,adj,soh.z1i.nhu,CV.C1V.CV,3,oh,Média-Baixa,Back,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,so,z.iN.o
comprovar,ver,kowN.pro.v1aR,CVGC.CCV.C1VC,3,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,koN,pro.v,aR
estender,ver,is.teN.d1eR,VC.CVC.C1VC,3,e,Média-Alta,Front,e,Média-Alta,Front,NA,NA,NA,NA,Baixa,NA,eR,coda_rotica,oxytone,eS,ten.d,eR
barato,adj,ba.r1a.tu,CV.C1V.CV,3,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,ba.ra.t,o
caracterizar,ver,ka.rak.te.ri.z1aR,CV.CVC.CV.CV.C1VC,5,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,ka.rak.te.r,iz.aR
desaparecer,ver,dzhi.za.pa.re.s1eR,CV.CV.CV.CV.C1VC,5,e,Média-Alta,Front,e,Média-Alta,Front,NA,NA,NA,NA,Baixa,NA,eR,coda_rotica,oxytone,deS,a.pa.re.s,eR
estranho,adj,is.tr16.nhu,VC.CC1V.CV,3,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,u,Alta,Back,6,vogal_oral,paroxytone,eS,es.tra.N,o
fronteira,nom,frowN.t1ej.rax,CCVGC.C1VG.CV,3,o,Média-Alta,Back,e,Média-Alta,Front,NA,NA,NA,a,Baixa,Central,ej,ditongo_oral,paroxytone,NA,fron.t,eiR.a
inspirar,ver,iNs.pi.r1aR,VCC.CV.C1VC,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,iN,pi.r,aR
alma,nom,1aw.max,1VG.CV,2,NA,NA,NA,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,paroxytone,NA,al.m,a
adiar,ver,a.dzhi.1aR,V.CV.1VC,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,a.di,aR
unir,ver,u.n1iR,V.C1VC,2,u,Alta,Back,i,Alta,Front,NA,NA,NA,NA,Baixa,NA,iR,coda_rotica,oxytone,NA,u.n,iR
boca,nom,b1o.kax,C1V.CV,2,NA,NA,NA,o,Média-Alta,Back,NA,NA,NA,a,Baixa,Central,o,vogal_oral,paroxytone,NA,bo.k,a
montagem,nom,mowN.t1a.zhejN,CVGC.C1V.CVGC,3,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,e,Média-Alta,Front,a,vogal_oral,paroxytone,NA,mon.t,ajem
normalmente,adv,noR.maw.m1ejN.tshi,CVC.CVG.C1VGC.CV,4,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,nor.m,al.mente
bloco,nom,bl1oh.ku,CC1V.CV,2,NA,NA,NA,oh,Média-Baixa,Back,NA,NA,NA,u,Alta,Back,oh,vogal_oral,paroxytone,NA,blo.k,o
explorar,ver,is.plo.r1aR,VC.CCV.C1VC,3,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,es.plo.r,aR
face,nom,f1a.si,C1V.CV,2,NA,NA,NA,a,Baixa,Central,NA,NA,NA,i,Alta,Front,a,vogal_oral,paroxytone,NA,fa.s,e
bonito,adj,bu.n1i.tu,CV.C1V.CV,3,u,Alta,Back,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,bo.ni.t,o
mostra,nom,m1ohs.trax,C1VC.CCV,2,NA,NA,NA,oh,Média-Baixa,Back,NA,NA,NA,a,Baixa,Central,ohS,coda_sibilante,paroxytone,NA,mos.tr,a
exclusivo,adj,is.klu.z1i.vu,VC.CCV.C1V.CV,4,u,Alta,Back,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,eS,klu.z,ivo
antena,nom,6N.t1e.nax,VC.C1V.CV,3,6,Média-Alta,Central,e,Média-Alta,Front,NA,NA,NA,a,Baixa,Central,e,vogal_oral,paroxytone,NA,an.te.n,a
homenagem,nom,o.me.n1a.zhejN,V.CV.C1V.CVGC,4,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,e,Média-Alta,Front,a,vogal_oral,paroxytone,NA,o.me.n,ajem
cineasta,nom,si.ne.1as.tax,CV.CV.1VC.CV,4,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aS,coda_sibilante,paroxytone,NA,si.ne,asta
habitante,nom,a.bi.t16N.tshi,V.CV.C1VC.CV,4,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,i,Alta,Front,6N,coda_nasal,paroxytone,NA,a.bi.t,ante
prioridade,nom,pri.o.ri.d1a.dzhi,CCV.V.CV.C1V.CV,5,i,Alta,Front,a,Baixa,Central,NA,NA,NA,i,Alta,Front,a,vogal_oral,paroxytone,NA,pri.o.r,i.dade
fraude,nom,fr1aw.dzhi,CC1VG.CV,2,NA,NA,NA,a,Baixa,Central,NA,NA,NA,i,Alta,Front,aw,ditongo_oral,paroxytone,NA,frau.d,e
mensagem,nom,meN.sa.zh1ejN,CVC.CV.C1VGC,3,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,NA,Baixa,NA,eN,coda_nasal,oxytone,NA,men.sa.j,em
avisar,ver,a.vi.z1aR,V.CV.C1VC,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,a.vi.z,aR
interromper,ver,iN.te.howN.p1eR,VC.CV.CVGC.C1VC,4,o,Média-Alta,Back,e,Média-Alta,Front,NA,NA,NA,NA,Baixa,NA,eR,coda_rotica,oxytone,inteR,hom.p,eR
vigor,nom,vi.g1oR,CV.C1VC,2,i,Alta,Front,o,Média-Alta,Back,NA,NA,NA,NA,Baixa,NA,oR,coda_rotica,oxytone,NA,vi.g,oR
rosto,nom,r1os.tu,C1VC.CV,2,NA,NA,NA,o,Média-Alta,Back,NA,NA,NA,u,Alta,Back,oS,coda_sibilante,paroxytone,NA,hos.t,o
fome,nom,f1o.mi,C1V.CV,2,NA,NA,NA,o,Média-Alta,Back,NA,NA,NA,i,Alta,Front,o,vogal_oral,paroxytone,NA,fo.m,e
desemprego,nom,dzhi.ziN.pr1e.gu,CV.CVC.CC1V.CV,4,i,Alta,Front,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,e,vogal_oral,paroxytone,deS,em.pre.g,o
camisa,nom,ka.m1i.zax,CV.C1V.CV,3,a,Baixa,Central,i,Alta,Front,NA,NA,NA,a,Baixa,Central,i,vogal_oral,paroxytone,NA,ka.mi.z,a
companheiro,nom,kowN.pa.nh1ej.ru,CVGC.CV.C1VG.CV,4,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,ej,ditongo_oral,paroxytone,NA,kom.pa.N,eiR.o
misturar,ver,mis.tu.r1aR,CVC.CV.C1VC,3,u,Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,mis.tu.r,aR
campina,nom,k6N.p1i.nax,CVC.C1V.CV,3,6,Média-Alta,Central,i,Alta,Front,NA,NA,NA,a,Baixa,Central,i,vogal_oral,paroxytone,NA,kam.p,ina
garoto,nom,ga.r1o.tu,CV.C1V.CV,3,a,Baixa,Central,o,Média-Alta,Back,NA,NA,NA,u,Alta,Back,o,vogal_oral,paroxytone,NA,ga.ro.t,o
ultrapassar,ver,uw.tra.pa.s1aR,VG.CCV.CV.C1VC,4,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,ultra,pa.s,aR
bicheiro,nom,bi.sh1ej.ru,CV.C1VG.CV,3,i,Alta,Front,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,ej,ditongo_oral,paroxytone,NA,bi.x,eiR.o
caderneta,nom,ka.deR.n1e.tax,CV.CVC.C1V.CV,4,e,Média-Alta,Front,e,Média-Alta,Front,NA,NA,NA,a,Baixa,Central,e,vogal_oral,paroxytone,NA,ka.der.n,eta
sentimento,nom,sejN.tshi.m1eN.tu,CVGC.CV.C1VC.CV,4,i,Alta,Front,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,eN,coda_nasal,paroxytone,NA,sen.t,i.mento
universo,nom,u.ni.v1ehR.su,V.CV.C1VC.CV,4,i,Alta,Front,eh,Média-Baixa,Front,NA,NA,NA,u,Alta,Back,ehR,coda_rotica,paroxytone,uni,ver.s,o
pedra,nom,p1eh.drax,C1V.CCV,2,NA,NA,NA,eh,Média-Baixa,Front,NA,NA,NA,a,Baixa,Central,eh,vogal_oral,paroxytone,NA,pe.dr,a
concurso,nom,kowN.k1uR.su,CVGC.C1VC.CV,3,o,Média-Alta,Back,u,Alta,Back,NA,NA,NA,NA,Baixa,NA,uR,coda_rotica,paroxytone,koN,kur.s,o
cadeira,nom,ka.d1ej.rax,CV.C1VG.CV,3,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,a,Baixa,Central,ej,ditongo_oral,paroxytone,NA,ka.dei.r,a
alta,nom,1aw.tax,1VG.CV,2,NA,NA,NA,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aw,ditongo_oral,paroxytone,NA,al.t,a
circular,ver,siR.ku.l1aR,CVC.CV.C1VC,3,u,Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,sir.ku.l,aR
crer,ver,kr1eR,CC1VC,1,NA,NA,NA,e,Média-Alta,Front,NA,NA,NA,NA,Baixa,NA,eR,coda_rotica,oxytone,NA,kr,eR
funcionamento,nom,fuN.si.o.na.m1eN.tu,CVC.CV.V.CV.C1VC.CV,6,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,eN,coda_nasal,paroxytone,NA,fun.s,ioN.a.mento
cadeia,nom,ka.d1ej.ax,CV.C1VG.V,3,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,a,Baixa,Central,ej,ditongo_oral,paroxytone,NA,ka.dei,a
opor,ver,o.p1oR,V.C1VC,2,o,Média-Alta,Back,o,Média-Alta,Back,NA,NA,NA,NA,Baixa,NA,oR,coda_rotica,oxytone,NA,o.p,oR
ensaio,nom,iN.s1aj.u,VC.C1VG.V,3,i,Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,aj,ditongo_oral,paroxytone,NA,en.sai,o
conquista,nom,kowN.k1is.tax,CVGC.C1VC.CV,3,o,Média-Alta,Back,i,Alta,Front,NA,NA,NA,a,Baixa,Central,iS,coda_sibilante,paroxytone,NA,kon.kis.t,a
bancada,nom,b6N.k1a.dax,CVC.C1V.CV,3,6,Média-Alta,Central,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,a,vogal_oral,paroxytone,NA,ban.k,ad.a
demorar,ver,de.mo.r1aR,CV.CV.C1VC,3,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,de.mo.r,aR
empatar,ver,iN.pa.t1aR,VC.CV.C1VC,3,a,Baixa,Central,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,em.pa.t,aR
pressionar,ver,pre.si.o.n1aR,CCV.CV.V.C1VC,4,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,pre.s,ioN.aR
agenda,nom,a.zh1eN.dax,V.C1VC.CV,3,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,a,Baixa,Central,eN,coda_nasal,paroxytone,NA,a.jen.d,a
soltar,ver,sow.t1aR,CVG.C1VC,2,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,sol.t,aR
inimigo,nom,i.ni.m1i.gu,V.CV.C1V.CV,4,i,Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,i.ni.mi.g,o
golpe,nom,g1ohw.pi,C1VG.CV,2,NA,NA,NA,oh,Média-Baixa,Back,NA,NA,NA,i,Alta,Front,ohw,ditongo_oral,paroxytone,NA,gol.p,e
gosto,nom,g1os.tu,C1VC.CV,2,NA,NA,NA,o,Média-Alta,Back,NA,NA,NA,u,Alta,Back,oS,coda_sibilante,paroxytone,NA,gos.t,o
perna,nom,p1ehr.nax,C1VC.CV,2,NA,NA,NA,eh,Média-Baixa,Front,NA,NA,NA,a,Baixa,Central,ehR,coda_rotica,paroxytone,peR,per.n,a
briga,nom,br1i.gax,CC1V.CV,2,NA,NA,NA,i,Alta,Front,NA,NA,NA,a,Baixa,Central,i,vogal_oral,paroxytone,NA,bri.g,a
constante,adj,kowNs.t16N.tshi,CVGCC.C1VC.CV,3,o,Média-Alta,Back,6,Média-Alta ,Central,NA,NA,NA,i,Alta,Front,6N,coda_nasal,paroxytone,NA,kons.t,ante
recentemente,adv,he.sejN.tshi.m1ejN.tshi,CV.CVGC.CV.C1VGC.CV,5,i,Alta,Front,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,he.sen.t,e.mente
fila,nom,f1i.lax,C1V.CV,2,NA,NA,NA,i,Alta,Front,NA,NA,NA,a,Baixa,Central,i,vogal_oral,paroxytone,NA,fi.l,a
parceria,nom,paR.se.r1i.ax,CVC.CV.C1V.V,4,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,a,Baixa,Central,i,vogal_oral,paroxytone,NA,par.se.r,ia
sujeito,nom,su.zh1ej.tu,CV.C1VG.CV,3,u,Alta,Back,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,ej,ditongo_oral,paroxytone,NA,su.jei.t,o
adiantar,ver,a.dzhi.6N.t1aR,V.CV.VC.C1VC,4,6,Média-Alta,Central,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,a.di.an.t,aR
contra,adv,k1owN.trax,C1VGC.CCV,2,NA,NA,NA,o,Média-Alta,Back,NA,NA,NA,a,Baixa,Central,oN,coda_nasal,paroxytone,NA,kon.tr,a
promotor,nom,pro.mo.t1oR,CCV.CV.C1VC,3,o,Média-Alta,Back,o,Média-Alta,Back,NA,NA,NA,NA,Baixa,NA,oR,coda_rotica,oxytone,pro,mo.t,oR
assinatura,nom,a.si.na.t1u.rax,V.CV.CV.C1V.CV,5,a,Baixa,Central,u,Alta,Back,NA,NA,NA,a,Baixa,Central,u,vogal_oral,paroxytone,NA,a.si.n,at.uR.a
pleno,adj,pl1e.nu,CC1V.CV,2,NA,NA,NA,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,e,vogal_oral,paroxytone,NA,ple.n,o
sentar,ver,seN.t1aR,CVC.C1VC,2,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,sen.t,aR
examinar,ver,i.za.mi.n1aR,V.CV.CV.C1VC,4,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,NA,e.za.m,in.aR
justamente,adv,zhus.ta.m1ejN.tshi,CVC.CV.C1VGC.CV,4,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,jus.t,a.mente
sorte,nom,s1ohR.tshi,C1VC.CV,2,NA,NA,NA,oh,Média-Baixa,Back,NA,NA,NA,i,Alta,Front,ohR,coda_rotica,paroxytone,NA,sor.t,e
associar,ver,a.so.si.1aR,V.CV.CV.1VC,4,i,Alta,Front,a,Baixa,Central,NA,NA,NA,NA,Baixa,NA,aR,coda_rotica,oxytone,a,so.si,aR
departamento,nom,de.paR.ta.m1eN.tu,CV.CVC.CV.C1VC.CV,5,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,eN,coda_nasal,paroxytone,de,par.t,a.mento
ensino,nom,iN.s1i.nu,VC.C1V.CV,3,i,Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,en.si.n,o
especialista,nom,is.pe.si.a.l1is.tax,VC.CV.CV.V.C1VC.CV,6,a,Baixa,Central,i,Alta,Front,NA,NA,NA,a,Baixa,Central,iS,coda_sibilante,paroxytone,NA,es.pe.si,al.ist.a
italiano,nom,i.ta.li.16.nu,V.CV.CV.1V.CV,5,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,u,Alta,Back,6,vogal_oral,paroxytone,NA,i.ta.li,ano
passeio,nom,pa.s1ej.u,CV.C1VG.V,3,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,ej,ditongo_oral,paroxytone,NA,pa.sei,o
carteira,nom,kaR.t1ej.rax,CVC.C1VG.CV,3,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,a,Baixa,Central,ej,ditongo_oral,paroxytone,NA,kar.t,eiR.a
ceder,ver,se.d1eR,CV.C1VC,2,e,Média-Alta,Front,e,Média-Alta,Front,NA,NA,NA,NA,Baixa,NA,eR,coda_rotica,oxytone,NA,se.d,eR
tecido,nom,te.s1i.du,CV.C1V.CV,3,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,te.si.d,o
